Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u;b;v;r
F:\project\fid15\15\01.bmp;51;117.386;117.414;101.191;972;901;855;787;713;564;426;338;199;169;75;66;0;0;0;0;0;0;0;61.6673;60;15.2914;15.382;1;1;1;0;0;0;0;0;322;178;1151;0;2193;361;77;1085;0;2321;228;0;699;0;2917;0;0;389;0;3455;0;2;0
F:\project\fid15\15\01.bmp;52;100.215;106.169;90.1433;930;872;750;694;618;476;412;344;306;276;193;159;98;96;96;96;72;72;70;84.852;60;28.0087;37.072;2;2;1;0;0;0;0;0;129;850;1635;134;1096;220;841;1847;124;812;243;602;1803;71;1125;141;211;575;0;2917;1;2;1
F:\project\fid15\15\01.bmp;53;112.144;117.946;106.672;923;850;762;743;703;667;640;623;568;535;520;496;476;457;424;401;324;314;278;94.6839;120;30.2299;39.8512;16;11;5;0;0;0;554;0;730;405;1528;162;1019;1045;360;1359;86;994;984;383;1576;9;892;1993;19;1429;0;403;2;1;1
F:\project\fid15\15\01.bmp;54;111.145;118.28;107.416;989;958;928;915;897;890;859;839;804;774;717;641;475;454;390;304;276;245;222;104.918;120;36.2505;40.0121;20;12;4;1;1;1;871;0;719;526;1708;198;693;635;442;1909;105;753;781;321;2011;0;731;1136;0;2259;0;449;2;1;1
F:\project\fid15\15\01.bmp;55;107.796;115.854;105.986;989;969;908;889;815;811;787;780;742;708;635;613;541;511;433;433;384;382;333;111.423;120;40.8064;42.3293;16;12;5;4;3;3;1070;417;666;736;1626;440;376;685;565;2007;368;219;735;585;2196;241;87;947;464;2395;0;38;2;1;1
F:\project\fid15\15\01.bmp;56;108.961;115.024;104.806;958;920;821;763;689;647;583;571;476;369;327;321;293;289;278;247;214;208;193;98.019;120;36.4436;43.6123;24;14;5;2;2;1;313;1047;541;484;2363;292;164;609;426;2434;219;156;829;542;2252;135;86;1067;649;2126;0;2;2;1;1
F:\project\fid15\15\01.bmp;57;106.054;105.917;95.1361;968;935;880;802;773;743;695;690;632;545;498;453;403;370;353;348;340;294;229;88.7154;120;48.4874;63.592;11;8;5;1;1;1;291;503;640;784;1750;456;214;827;990;1493;248;286;766;1122;1570;98;288;1073;569;2074;0;128;2;1;1
F:\project\fid15\15\01.bmp;58;91.6829;96.4826;85.8364;996;967;952;898;804;748;655;624;547;515;368;341;327;270;195;191;159;94;87;97.4129;120;47.6095;56.9736;10;6;4;0;0;0;443;0;279;1265;1462;725;113;496;1578;1199;555;16;604;1802;1105;333;0;0;1410;2260;0;174;1;2;1
F:\project\fid15\15\01.bmp;59;103.52;109.718;98.6517;1015;968;911;883;845;795;736;677;619;585;469;459;420;374;359;327;279;247;169;100.359;120;40.6036;46.3925;22;12;5;1;1;1;1309;0;579;812;1678;502;273;667;956;1747;296;178;747;1000;1850;134;113;653;137;2910;0;144;2;1;1
F:\project\fid15\15\01.bmp;60;124.317;123.97;107.864;1039;982;921;868;706;578;441;362;284;270;233;165;102;94;60;32;9;9;9;60.3767;60;14.4175;14.4224;2;1;1;0;0;0;0;0;822;31;1405;0;1586;835;13;1330;0;1666;634;0;1226;0;1984;440;0;1529;0;1875;0;2;0
F:\project\fid15\15\01.bmp;61;127.422;124.373;107.217;1044;953;856;763;611;536;486;420;284;246;177;177;149;109;27;27;15;0;0;53.3046;60;13.045;14.706;0;0;0;0;0;0;0;0;631;11;928;2;2272;606;15;431;1;2791;338;13;74;0;3419;5;0;82;0;3757;0;2;0
F:\project\fid15\15\01.bmp;62;82.6381;94.711;78.1093;976;938;758;704;577;524;501;410;341;329;316;311;222;131;125;112;110;66;64;102.403;120;27.1467;32.3521;2;2;0;0;0;0;19;0;125;1912;794;707;306;114;1636;786;1011;297;93;895;604;1683;569;19;497;550;1744;1034;0;2;0
F:\project\fid15\15\01.bmp;63;96.0588;106.11;92.737;985;929;880;842;797;765;721;619;581;546;465;461;394;381;358;334;294;276;191;106.101;120;29.9596;33.2238;10;7;6;1;1;1;491;0;820;1087;1201;446;290;1104;1169;1182;251;138;1233;1227;1219;65;100;162;221;3083;5;373;2;1;1
F:\project\fid15\15\01.bmp;64;89.1883;99.429;86.3889;1012;963;922;899;874;819;723;612;473;447;343;290;223;162;136;100;67;66;65;111.213;120;32.7291;34.5619;13;9;4;2;2;1;401;0;276;1696;1292;434;146;282;1769;1325;428;40;375;1811;1348;300;10;89;866;2466;16;407;1;1;1
F:\project\fid15\15\01.bmp;65;114.69;124.236;111.649;1004;974;935;901;868;838;793;761;698;624;579;546;455;416;390;388;378;355;343;105.001;120;29.1219;33.3111;16;9;4;2;1;1;1040;0;1285;956;1247;88;268;1513;1124;1011;10;186;1655;929;1203;2;55;1438;310;2089;0;7;2;1;1
F:\project\fid15\15\01.bmp;66;90.0879;100.014;87.2292;1029;997;940;916;883;832;734;677;615;558;487;338;291;135;82;61;49;48;31;108.428;120;33.7378;36.4494;11;8;6;1;1;1;735;0;88;1660;1497;366;233;320;1597;1474;304;149;438;1497;1573;247;89;89;623;2394;309;429;2;1;1
F:\project\fid15\15\01.bmp;67;97.9956;104.472;95.0778;940;894;818;782;751;713;585;563;531;525;494;462;457;449;280;276;214;157;115;104.74;120;39.7932;43.6468;18;9;3;1;1;1;826;592;275;631;1740;742;456;260;737;1727;644;476;524;837;1568;554;361;25;1461;2154;12;192;2;1;1
F:\project\fid15\15\01.bmp;68;103.113;106.911;96.6259;932;856;776;667;626;580;528;500;396;386;330;259;210;183;173;172;169;161;143;91.1985;120;38.5457;50.7398;19;9;4;3;3;2;510;1326;328;608;2121;423;364;244;544;2410;392;254;282;557;2553;334;118;965;712;2027;0;140;2;1;1
F:\project\fid15\15\01.bmp;69;104.161;111.062;100.53;973;904;818;789;758;712;661;613;560;542;522;450;292;288;271;270;247;244;161;103.857;120;41.0624;46.2641;9;7;2;0;0;0;715;329;567;767;1704;254;552;701;690;1548;191;714;583;593;2060;30;578;798;26;2069;0;951;2;1;1
F:\project\fid15\15\01.bmp;70;100.508;109.943;93.1415;984;959;874;838;781;655;520;358;235;230;199;162;140;134;133;81;81;81;80;93.8564;120;25.8941;36.8656;10;6;4;5;4;3;340;249;256;1185;1703;20;680;259;1180;1822;0;583;275;959;2114;0;496;247;204;1951;0;1442;1;2;1
F:\project\fid15\15\01.bmp;71;119.367;119.561;104.363;962;923;855;816;713;615;500;386;360;318;274;265;192;188;188;185;176;150;137;68.0096;60;29.3799;30.4524;2;1;1;0;0;0;0;0;412;322;891;12;2207;335;232;998;5;2274;232;104;1059;0;2449;493;37;866;0;2448;1;2;0
F:\project\fid15\15\01.bmp;72;116.936;123.052;109.71;958;884;830;807;773;684;641;633;544;505;390;355;313;255;247;229;211;172;169;90.9719;60;34.2242;45.5915;22;11;4;4;3;3;672;0;737;867;1252;235;753;710;950;1276;164;744;631;1046;1142;179;846;1117;496;1288;116;827;2;1;1
F:\project\fid15\15\01.bmp;73;96.0083;106.268;92.9745;951;901;837;802;774;698;595;569;549;448;409;380;344;341;271;269;190;188;162;106.973;120;30.3003;33.0935;9;6;2;0;0;0;683;0;699;1374;680;330;761;918;1335;585;276;730;1036;1340;452;215;801;23;252;2631;88;850;1;1;1
F:\project\fid15\15\01.bmp;74;90.3502;101.393;87.4394;1000;986;919;877;852;807;722;678;613;557;411;305;270;226;214;212;177;157;141;110.551;120;29.6509;31.4035;14;7;3;2;2;2;217;0;681;1841;738;461;123;797;1892;775;362;18;551;1900;1121;271;1;625;676;2270;136;137;1;2;0
F:\project\fid15\15\01.bmp;75;97.6303;107.548;95.8749;1036;999;944;930;905;854;816;756;725;648;516;476;441;369;336;312;292;244;234;111.689;120;32.9168;34.2695;24;11;4;2;2;1;1121;0;936;890;1415;415;188;1450;741;1248;335;70;1659;687;1208;199;91;452;489;2873;0;30;2;1;1
F:\project\fid15\15\01.bmp;76;93.7157;104.58;91.1046;996;950;871;813;738;679;603;531;482;403;382;345;298;294;274;247;214;173;170;108.083;120;33.2425;35.692;10;7;3;7;6;2;561;0;627;1535;598;855;229;676;1304;706;966;192;661;1114;1025;980;64;392;90;2395;503;464;1;1;1
F:\project\fid15\15\01.bmp;77;93.4298;102.79;90.2695;939;878;832;809;777;720;658;611;521;501;476;471;433;423;396;384;378;349;345;107.517;120;35.1586;38.0542;9;6;4;1;1;1;436;0;709;1306;839;802;188;744;1310;759;706;325;737;1245;1134;562;166;175;544;2575;54;496;1;1;1
F:\project\fid15\15\01.bmp;78;94.9459;103.219;91.8897;949;913;856;811;725;683;611;579;518;493;482;476;469;449;423;409;404;363;354;106.552;120;38.2496;41.6187;12;6;3;2;2;2;607;5;575;961;1023;954;331;749;1033;863;831;368;748;1186;1044;586;280;102;870;2588;21;263;2;1;1
F:\project\fid15\15\01.bmp;79;97.5903;104.219;95.2133;891;805;762;728;660;623;552;523;475;449;369;335;283;184;149;146;123;86;85;105.81;120;41.3797;45.1515;13;7;2;2;2;1;785;899;380;507;1634;601;722;426;534;1782;546;556;496;536;1892;478;442;157;404;2025;344;914;2;1;1
F:\project\fid15\15\01.bmp;80;91.1764;102.074;86.6699;986;960;827;800;750;646;564;425;324;277;173;105;92;87;73;16;15;14;12;101.537;120;22.9171;29.4309;5;3;1;1;1;1;142;845;308;1920;1122;96;398;535;1878;1217;66;148;364;1645;1644;7;184;0;203;1491;160;1990;0;2;1
F:\project\fid15\15\01.bmp;81;115.162;118.199;100.772;984;923;860;824;810;729;680;620;581;543;475;461;399;283;247;160;156;154;151;80.2144;60;30.8535;36.8872;6;4;3;0;0;0;141;0;736;779;1332;105;892;930;657;1481;82;694;873;464;1753;38;716;370;0;1963;0;1511;1;2;0
F:\project\fid15\15\01.bmp;82;114.685;120.867;108.947;1024;979;917;888;799;712;663;633;509;482;439;403;378;311;248;239;182;130;110;90.8915;60;28.257;41.3821;17;10;5;3;3;2;577;0;913;776;1299;95;761;1097;747;1322;49;629;897;665;1612;23;647;1318;41;1638;0;847;1;1;1
F:\project\fid15\15\01.bmp;83;113.898;120.46;106.286;944;913;824;769;711;673;588;549;539;517;510;499;488;475;411;381;295;259;177;91.1402;60;28.0462;41.8416;13;8;6;1;1;1;1301;0;1118;1069;916;33;708;1380;764;963;25;712;1415;424;1080;10;915;657;0;995;0;2192;1;1;1
F:\project\fid15\15\01.bmp;84;103.417;112.897;99.9969;1023;997;939;915;892;839;799;760;605;587;525;494;414;363;339;333;276;244;237;105.665;120;27.3254;31.1613;18;12;4;1;0;0;1035;0;780;991;1517;273;283;861;980;1534;170;299;857;840;1848;101;198;1636;41;1967;0;200;2;1;1
F:\project\fid15\15\01.bmp;85;97.0944;107.06;94.4116;1030;987;917;865;849;797;759;736;687;627;502;436;285;229;223;188;171;111;107;108.583;120;30.1697;32.3575;13;9;6;5;4;3;1133;0;440;849;1421;573;561;561;963;1379;477;464;481;1021;1511;355;476;338;756;2098;0;652;2;1;1
F:\project\fid15\15\01.bmp;86;103.541;112.941;99.9636;1021;973;937;872;846;815;762;708;639;616;529;507;452;447;432;405;380;338;301;105.891;120;34.7033;38.2652;22;14;4;8;6;3;952;0;951;994;1159;559;181;1235;851;1113;493;152;1187;865;1315;362;115;1034;337;2344;0;129;2;1;1
F:\project\fid15\15\01.bmp;87;97.2107;106.262;92.3959;1018;983;924;858;824;771;754;646;586;545;511;459;432;367;323;308;199;198;179;102.61;120;32.8564;37.6549;8;4;2;1;1;1;729;0;848;949;879;714;454;1000;903;718;743;480;899;857;819;695;574;192;672;2026;341;613;2;1;1
F:\project\fid15\15\01.bmp;88;93.14;103.426;90.5617;964;911;861;834;787;745;663;614;572;535;509;480;445;434;353;219;194;192;148;111.039;120;29.7617;31.2971;15;7;5;3;3;2;472;0;816;986;1261;601;180;913;960;1352;519;100;1205;1098;1221;299;21;222;883;2712;0;27;2;1;1
F:\project\fid15\15\01.bmp;89;96.429;103.663;95.006;899;875;795;767;751;737;632;584;566;536;504;463;426;291;241;221;95;92;67;115.177;120;46.1778;46.6038;12;7;5;4;2;2;895;0;526;483;1487;866;482;521;561;1525;820;417;468;693;1593;727;363;734;671;2191;172;76;2;1;1
F:\project\fid15\15\01.bmp;90;104.133;112.954;99.5963;1033;980;905;844;777;716;675;644;610;600;408;268;206;206;133;132;120;70;68;100.231;120;27.449;33.8286;9;5;2;2;2;2;361;1043;576;1344;1307;69;548;748;1296;1259;19;522;791;1103;1321;23;606;422;429;1816;59;1118;0;2;1
F:\project\fid15\15\01.bmp;91;106.742;112.482;100.41;988;964;898;860;813;755;687;627;574;472;364;303;201;191;181;89;50;0;0;88.9675;60;29.1005;40.9969;8;5;2;1;1;1;488;0;645;755;1583;193;668;896;652;1445;173;678;838;560;1868;110;468;1073;113;2357;0;301;0;1;1
F:\project\fid15\15\01.bmp;92;133.742;136.23;126.035;1053;1026;980;964;889;822;784;752;726;715;673;614;585;529;474;424;364;308;219;80.7682;60;31.1988;37.2202;34;19;7;9;7;4;0;0;1439;93;1660;0;652;1578;30;1577;0;659;1582;14;1708;0;540;2504;0;1285;0;55;2;1;1
F:\project\fid15\15\01.bmp;93;101.886;109.965;97.5112;906;824;794;737;630;625;493;460;380;377;361;341;335;311;246;238;211;166;109;100.221;120;28.345;34.7255;5;4;3;4;3;2;621;0;773;1405;748;299;619;878;1113;831;528;494;619;881;1107;659;578;613;277;1307;550;1097;1;1;1
F:\project\fid15\15\01.bmp;94;118.37;122.478;105.739;1015;972;947;929;903;854;838;793;719;710;675;640;548;525;386;257;252;233;207;80.7927;60;32.9501;38.6625;3;3;2;1;1;1;143;0;841;754;1282;216;751;1062;705;1068;153;856;880;693;1225;88;958;840;442;1882;0;680;1;1;0
F:\project\fid15\15\01.bmp;95;90.5455;100.2;88.5806;1011;980;934;901;864;841;795;736;688;613;476;465;426;390;364;346;342;238;229;114.821;120;34.6812;35.2039;11;9;4;2;2;2;558;0;222;954;1651;685;332;356;1067;1786;536;99;573;1519;1398;354;0;20;1762;1969;0;93;2;1;1
F:\project\fid15\15\01.bmp;96;95.3137;105.535;91.7557;990;955;898;861;821;803;733;660;613;513;445;440;409;356;325;264;196;187;165;105.951;120;28.1785;31.5293;13;7;5;2;1;1;1181;0;827;1185;1091;498;243;1083;1309;865;386;201;1085;1293;1135;262;69;381;214;2397;0;852;2;1;1
F:\project\fid15\15\01.bmp;97;93.1785;102.906;88.3905;972;943;899;856;799;769;708;700;634;616;516;452;434;376;279;266;245;241;228;105.444;120;36.8218;40.6821;12;8;4;2;2;1;738;0;647;1318;865;691;323;669;1458;877;579;261;747;1472;951;472;202;169;736;2465;0;474;2;1;1
F:\project\fid15\15\01.bmp;98;103.794;111.66;97.2815;1020;998;953;934;917;870;805;760;734;692;533;467;435;406;381;313;285;281;78;97.7919;120;32.4238;40.0879;21;9;5;3;3;2;202;0;1264;827;1350;330;73;1404;838;1358;183;61;1455;710;1545;81;53;1584;267;1925;0;68;2;1;0
F:\project\fid15\15\01.bmp;99;102.586;112.741;99.9456;989;970;924;874;830;786;714;696;674;641;567;451;437;338;319;318;293;235;169;107.079;120;30.1527;33.0624;24;16;5;5;3;2;959;0;913;535;1781;317;298;1399;546;1495;138;266;1908;529;1315;31;61;1946;74;1824;0;0;2;1;1
F:\project\fid15\3\01.bmp;0;69.7131;72.0916;70.9592;1025;967;861;792;694;678;523;483;375;270;223;204;146;82;80;73;35;26;0;133.071;180;81.6253;94.1574;12;8;4;1;1;1;102;0;484;1572;407;246;1135;392;1416;568;94;1374;326;1419;1019;68;1012;192;2201;475;120;856;1;2;0
F:\project\fid15\3\01.bmp;1;99.4737;95.1621;92.4282;1106;1089;995;941;899;853;748;700;655;600;510;442;386;344;278;240;183;174;153;56.9222;0;64.7415;64.0922;34;15;6;1;1;1;993;0;1595;691;1444;4;110;1136;706;1981;0;21;1309;231;2255;0;49;954;0;1863;0;1027;2;1;1
F:\project\fid15\3\01.bmp;2;98.3634;93.3515;90.5531;933;838;666;477;388;368;279;253;187;170;143;136;136;121;117;117;117;115;115;51.704;0;57.7409;42.6996;12;6;4;1;1;1;128;0;891;440;673;0;1840;702;831;798;0;1513;736;1105;823;0;1180;564;412;1710;0;1158;0;2;0
F:\project\fid15\3\01.bmp;3;86.1592;81.1795;79.7823;858;769;471;380;268;152;141;117;99;82;60;59;54;42;32;32;30;27;26;73.6561;0;85.7137;46.273;7;4;3;1;1;1;61;0;134;304;496;0;2910;183;502;437;0;2722;260;664;440;0;2480;178;680;789;0;2197;0;2;0
F:\project\fid15\3\01.bmp;4;66.5211;71.705;70.3148;1030;955;878;717;644;460;354;296;203;172;163;154;144;143;129;86;74;64;26;137.614;180;70.5237;82.3944;21;10;4;1;1;1;265;0;989;957;290;553;1055;770;743;536;558;1237;605;800;1015;712;712;383;688;485;1567;721;1;2;0
F:\project\fid15\3\01.bmp;5;76.5187;78.1571;76.5401;1058;1007;930;879;744;695;608;587;491;472;400;373;321;282;256;193;177;153;105;105.168;180;80.9147;112.314;24;12;5;1;1;1;544;0;1376;604;600;682;582;1395;553;615;667;614;1202;648;1128;702;164;872;298;781;1121;772;2;1;1
F:\project\fid15\3\01.bmp;6;100.241;95.2482;92.756;1068;963;887;838;821;788;731;661;645;624;564;553;513;464;440;405;396;275;195;42.1948;0;46.3772;48.847;28;15;5;4;4;3;819;0;1412;500;1423;6;503;1433;553;1573;0;285;1333;546;1797;0;168;1407;414;1325;0;698;2;1;1
F:\project\fid15\3\01.bmp;7;95.0871;89.8231;86.8897;1012;976;863;779;744;682;622;584;452;405;256;248;211;170;148;92;90;90;88;38.2042;0;38.2212;45.5633;19;10;4;3;3;1;412;0;1016;674;1417;0;737;1201;742;1533;0;368;1257;530;1797;0;260;1785;362;787;0;910;2;1;0
F:\project\fid15\3\01.bmp;8;82.1093;79.0848;77.5153;1038;938;811;736;694;665;585;555;507;414;318;241;197;161;153;101;75;75;75;65.038;0;72.5999;69.7192;8;5;3;1;1;1;478;0;794;1200;630;51;1169;752;1584;758;14;736;529;1200;1394;4;717;62;1848;1156;45;733;1;2;1
F:\project\fid15\3\01.bmp;9;54.6405;61.7183;60.2719;887;812;663;561;348;259;192;114;95;59;0;0;0;0;0;0;0;0;0;140.811;180;65.3141;76.1829;0;0;0;0;0;0;53;0;25;1089;20;1198;1512;0;897;48;1318;1581;0;1217;102;1510;1015;0;1503;0;2288;53;0;2;0
F:\project\fid15\3\01.bmp;10;80.0234;80.1251;78.0937;972;881;738;715;677;588;522;422;409;374;288;266;181;133;118;116;113;21;18;100.79;180;81.5807;114.728;22;11;4;5;5;4;415;0;680;754;893;131;1386;680;768;1047;66;1283;851;755;1140;22;1076;823;988;1340;49;644;1;2;1
F:\project\fid15\3\01.bmp;11;96.7924;94.1022;91.9131;1080;1053;998;969;930;897;812;755;693;629;489;423;338;327;257;256;247;238;227;74.826;0;80.1357;81.1664;29;14;4;2;2;2;1030;0;1927;566;1289;0;62;2179;343;1322;0;0;2225;34;1558;0;27;2384;0;1397;0;63;2;1;1
F:\project\fid15\3\01.bmp;12;94.462;89.7248;88.0721;994;961;788;661;566;527;478;458;422;352;291;230;165;83;76;64;53;36;36;66.0554;0;77.7254;51.3849;20;10;5;4;4;2;676;0;1018;745;1557;0;524;1068;952;1600;0;224;1087;887;1782;0;88;1595;260;1211;0;778;2;1;1
F:\project\fid15\3\01.bmp;13;105.058;99.3096;96.288;1043;1017;962;893;857;797;760;654;563;539;463;439;389;335;287;240;231;183;156;41.9641;0;47.7229;48.9226;19;11;4;0;0;0;401;0;1550;155;1657;0;482;1843;240;1509;0;252;2078;187;1412;0;167;2196;0;1035;0;613;2;1;1
F:\project\fid15\3\01.bmp;14;90.2484;86.9719;84.6142;1086;1049;997;932;888;837;752;671;640;597;509;402;388;321;266;210;160;160;129;74.5757;0;77.3668;83.4133;32;13;7;5;4;4;553;0;1981;797;1015;31;20;2320;547;954;12;11;2464;114;1199;0;67;2924;13;891;14;2;2;1;1
F:\project\fid15\3\01.bmp;15;72.3639;75.4222;73.7836;1035;1017;936;903;810;743;635;526;435;424;367;347;314;287;232;153;86;57;41;110.722;180;77.8634;105.373;13;8;2;1;1;1;626;0;1105;1098;489;273;879;997;1127;544;191;985;889;996;1068;134;757;928;1197;482;568;669;1;2;1
F:\project\fid15\3\01.bmp;16;66.9628;71.2404;69.6811;1048;974;906;821;708;647;498;460;360;272;218;160;151;147;104;99;85;17;6;122.459;180;75.6575;96.1087;6;4;0;0;0;0;110;0;698;1095;341;339;1371;680;927;402;395;1440;681;1203;635;666;659;490;600;492;1904;358;1;2;0
F:\project\fid15\3\01.bmp;17;78.3868;78.2643;76.5645;1119;1087;1011;974;870;828;754;687;616;603;308;289;210;178;125;96;88;79;68;90.4191;180;79.8239;122.809;14;8;3;1;1;1;337;0;1253;1143;706;407;335;1545;917;560;385;437;1485;353;836;498;672;1363;289;1021;1143;28;1;2;1
F:\project\fid15\3\01.bmp;18;71.6883;71.308;69.602;1011;946;759;701;531;461;384;321;313;293;228;214;72;17;17;0;0;0;0;73.7287;0;76.8364;93.3136;7;5;4;0;0;0;475;0;476;1534;450;476;908;296;1917;566;431;634;161;1285;997;421;980;162;2218;547;701;216;0;2;1
F:\project\fid15\3\01.bmp;19;59.5328;64.8785;63.8764;985;924;653;530;273;177;50;0;0;0;0;0;0;0;0;0;0;0;0;140.784;180;73.0462;82.9411;3;2;1;0;0;0;601;0;118;2097;42;513;1074;29;1940;54;531;1290;0;1845;169;570;1260;75;2526;1;1192;50;0;2;1
F:\project\fid15\3\01.bmp;20;69.7081;72.2365;70.5304;892;758;656;575;482;443;389;347;330;275;225;205;169;118;117;95;72;72;62;113.665;180;79.6296;103.822;11;6;3;1;1;0;0;0;265;984;292;720;1583;297;999;388;743;1417;323;862;573;772;1314;534;958;418;972;962;1;2;0
F:\project\fid15\3\01.bmp;21;87.6342;86.6878;84.9129;1070;1028;1005;980;947;878;710;684;648;583;525;386;362;335;326;323;218;180;176;95.9157;0;84.6878;100.38;26;14;4;3;2;1;326;0;1416;968;1156;8;296;1676;876;1078;0;214;1968;418;1066;0;392;1439;78;1512;0;815;2;1;1
F:\project\fid15\3\01.bmp;22;100.179;96.6686;94.6059;1101;1068;1015;979;941;931;859;800;692;661;575;533;465;445;347;271;244;197;162;66.3091;0;76.4177;71.8883;39;15;6;4;3;3;513;0;1828;308;1551;0;157;1933;282;1516;0;113;2194;184;1425;0;41;2853;80;681;0;230;2;1;1
F:\project\fid15\3\01.bmp;23;100.915;97.2997;94.7464;1074;1029;983;949;893;844;747;724;663;598;528;481;403;308;280;252;249;179;176;65.1155;0;72.3819;72.971;33;14;4;5;4;2;481;0;1570;577;1419;35;243;1842;646;1219;10;127;2212;243;1124;0;265;1985;22;1409;0;428;2;1;1
F:\project\fid15\3\01.bmp;24;92.7989;89.4987;87.3447;1114;1088;1030;1023;983;945;896;847;788;712;676;530;453;399;347;289;272;247;197;67.6319;0;76.0678;75.5914;41;19;4;3;3;2;554;0;1985;615;1166;17;61;2023;383;1438;0;0;2008;67;1769;0;0;2218;0;1626;0;0;2;1;1
F:\project\fid15\3\01.bmp;25;102.689;96.9194;94.1496;1086;1073;1014;981;963;920;894;858;767;753;708;672;647;603;523;416;275;222;178;54.5549;0;58.443;65.6458;34;16;7;4;3;2;472;0;1943;276;1597;0;28;2241;45;1558;0;0;2561;0;1283;0;0;2006;0;1838;0;0;2;1;1
F:\project\fid15\3\01.bmp;26;61.9027;67.5544;65.5882;971;924;796;740;627;584;496;366;301;173;111;58;58;28;25;25;0;0;0;132.942;180;65.3044;80.8721;3;3;1;0;0;0;0;0;326;1700;145;462;1211;425;1686;109;445;1179;396;2195;316;563;374;304;1807;446;1232;55;0;2;0
F:\project\fid15\3\01.bmp;27;59.7406;66.8725;64.0887;943;886;795;757;661;604;545;458;363;188;144;135;88;87;0;0;0;0;0;139.886;180;50.9241;64.8291;0;0;0;0;0;0;0;0;32;1848;81;550;1333;0;1998;117;472;1257;0;1943;149;624;1128;0;2462;0;1382;0;0;2;0
F:\project\fid15\3\01.bmp;28;54.2112;60.0463;59.2274;1009;949;675;497;369;329;64;39;17;13;7;3;0;0;0;0;0;0;0;127.011;180;78.6936;94.9202;0;0;0;0;0;0;350;0;195;1533;0;1377;739;0;1515;0;1485;844;0;1333;0;1629;882;0;2027;0;1817;0;0;2;0
F:\project\fid15\3\01.bmp;29;55.7661;63.8491;62.5427;823;680;430;346;130;103;0;0;0;0;0;0;0;0;0;0;0;0;0;154.954;180;50.7617;56.7052;0;0;0;0;0;0;187;0;34;575;8;775;2452;12;602;21;757;2452;0;876;40;608;2320;0;1022;0;975;1847;0;2;0
F:\project\fid15\3\01.bmp;30;52.1402;59.4719;58.751;860;783;560;505;446;336;164;76;34;28;9;8;8;8;0;0;0;0;0;165.134;180;43.8568;46.3083;3;2;2;1;1;1;0;0;63;992;150;1412;1227;37;1020;159;1497;1131;29;1175;241;1665;734;209;903;103;2629;0;0;2;0
F:\project\fid15\3\01.bmp;31;81.9909;82.4966;80.7542;1059;1011;879;832;793;714;620;579;462;342;316;209;159;112;110;110;104;102;53;105.488;180;84.2311;114.267;23;14;4;6;6;4;159;188;1259;1283;1077;30;195;1540;1113;1040;0;151;1546;394;1526;0;378;1269;284;2187;0;104;1;2;1
F:\project\fid15\3\01.bmp;32;88.7451;86.9553;85.1095;1067;1041;1001;945;907;833;726;675;552;506;418;405;277;247;134;95;90;90;81;87.4571;0;82.7606;95.6565;24;13;5;4;3;3;117;796;1367;943;1420;4;110;1987;839;1010;0;8;2124;225;1166;0;329;1626;283;1900;0;35;2;1;1
F:\project\fid15\3\01.bmp;33;93.6509;90.4807;88.3913;1091;1082;1048;976;922;897;860;819;763;712;552;504;435;333;199;191;150;148;138;72.0848;0;77.3328;82.7355;23;11;3;2;2;1;392;800;1357;597;1572;231;87;1619;559;1446;140;80;1873;61;1617;24;269;2014;0;1762;0;68;2;1;1
F:\project\fid15\3\01.bmp;34;108.105;104.364;102.134;1064;1035;994;940;910;899;866;850;801;778;729;723;601;538;507;501;488;429;405;69.6837;0;78.5364;71.3517;38;18;5;8;6;3;587;722;1750;426;1656;5;7;2354;275;1215;0;0;2779;42;1014;0;9;2663;0;1095;0;86;2;1;1
F:\project\fid15\3\01.bmp;35;104.311;99.5708;97.064;1118;1070;1027;1015;979;964;913;882;865;819;744;679;590;459;373;368;329;307;255;53.8143;0;59.4328;65.8848;44;19;6;4;4;4;761;145;1776;256;1676;12;124;2075;143;1595;0;31;2502;0;1342;0;0;2767;0;1045;0;32;2;1;1
F:\project\fid15\3\01.bmp;36;89.4207;87.0619;84.7128;1075;1032;994;961;919;836;755;686;630;611;377;360;321;285;188;104;68;66;29;71.0003;0;71.6935;87.1458;18;10;4;2;2;1;102;0;1369;698;1246;207;324;1689;653;1074;209;219;2177;526;782;197;162;2123;544;992;76;109;2;1;1
